Default,term,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_high,inq_last_6mths,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,last_fico_range_high,last_fico_range_low,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,total_bc_limit
Fully Paid,1,255.04,2,453,1,3,65000,3,6,7,202,31,22.05,2,194,689,0,0,13171,79.8,35,1177.67,0,13,2.35,26,584,580,0,111053,1,6,1,1,8,51228,70,2,2,6728,72,16500,1,0,4,3,8543,0,100.4,140,237,6,6,1,63,8,1,2,2,9,16,6,18,5,13,3,94.1,100,0,9800
Fully Paid,1,168.19,3,248,1,3,47000,2,3,4,295,39,38.61,0,22,684,0,0,10099,54.9,35,951.51,0,25,1755.7,26,594,590,798,86424,1,8,0,3,15,76325,83,1,2,890,79,18400,2,3,0,5,5402,212,85.9,148,152,4,4,0,4,21,0,2,2,7,17,9,18,6,17,1,94.1,100,0,1500
Fully Paid,1,602.3,1,619,3,1,135000,1,3,4,49,30,15.9,0,111,709,1,0,14467,44.4,32,1666.7,0,9,1203.28,9,664,660,0,402057,0,2,0,0,34,10614,38,2,3,3623,50,32600,1,2,3,6,28718,5052,64.2,146,405,7,7,7,44,2,1,4,4,9,6,10,18,9,14,4,96.7,75,0,14100
Fully Paid,1,169.54,3,458,8,3,110000,3,3,4,349,4,24.66,0,14,674,1,0,26360,74.5,59,1093.98,0,16,169.41,26,604,600,341,60995,0,3,1,3,9,34177,81,1,4,7961,77,35400,2,1,2,7,2178,574,96.3,159,260,9,9,2,15,5,2,10,10,20,15,24,40,18,28,2,93.2,80,0,15400
Fully Paid,1,391.62,2,486,7,3,29500,2,3,4,354,4,16.27,0,130,684,0,1,12710,53.4,10,1383.19,0,2,7918.48,16,774,770,0,12710,0,0,0,0,67,0,74,0,3,4267,53,23800,0,0,0,3,1589,4338,59.8,67,107,19,19,0,19,5,0,3,5,5,1,8,9,5,8,0,100,0,1,10800
Fully Paid,2,537.61,5,555,1,1,86000,2,3,4,90,18,8.09,1,156,664,0,0,10734,39.2,10,6454.15,0,37,15973.26,16,649,645,0,227814,1,1,0,0,25,15709,68,3,3,2051,48,27400,1,0,1,5,28477,14560,16.3,50,89,8,4,1,10,10,1,3,3,5,2,5,6,4,7,4,88.9,0,0,17400
Charged Off,1,772.17,2,97,5,2,125000,1,4,6,253,12,2.96,0,231,704,2,0,7280,14.5,27,3130.84,0,31,772.17,26,574,570,0,52293,1,10,0,2,16,45013,108,4,6,1372,57,50200,1,0,6,8,2179,32453,11.1,77,151,4,4,0,4,1,1,6,7,9,11,14,16,10,24,4,92.3,0,0,36500
Fully Paid,1,391.62,2,227,4,1,85000,2,3,4,81,34,24.06,0,19,684,2,0,13616,46.3,40,656.28,0,4,786.81,6,729,725,396,184208,1,3,0,1,14,124311,42,1,6,4265,44,29400,1,7,2,7,10234,11578,46.1,146,188,1,1,4,1,1,0,5,7,9,15,14,20,10,18,1,100,42.9,0,21500
Fully Paid,1,361.38,1,508,6,2,45000,1,3,4,369,4,29.87,0,138,784,0,0,8994,63.3,23,413.65,0,14,4351.38,36,834,830,0,42873,0,3,0,0,36,33879,74,1,2,8550,70,14200,0,0,0,2,6125,1450,85.5,150,341,12,12,1,85,22,0,1,1,4,7,4,15,3,7,1,100,100,0,10000
Fully Paid,1,876.26,1,618,4,1,112000,2,2,3,314,5,11.95,0,191,719,0,0,32983,50,15,2687.32,0,5,14945.4,5,789,785,0,523262,0,0,0,0,49,0,74,0,0,22845,56,66000,0,1,3,1,104652,33017,50,138,141,51,8,2,51,8,0,3,3,5,6,3,6,3,5,1,92.9,33.3,0,66000
Fully Paid,1,456.89,2,526,9,3,105000,2,2,3,41,30,26.66,0,284,694,0,0,36206,88.3,30,1279.82,0,7,10731.88,36,689,685,0,76356,0,5,0,1,22,40150,53,0,1,7944,65,41000,0,0,1,2,6941,4794,88.3,158,112,14,14,0,14,11,0,5,6,10,20,6,10,5,11,0,100,83.3,0,41000
Fully Paid,1,386.81,6,579,11,2,31200,3,9,10,345,4,21.14,0,210,689,0,0,9075,35.6,12,3980.75,0,16,386.61,16,749,745,399,25019,1,1,1,1,1,15944,100,0,0,4184,60,25500,0,1,0,1,2502,7347,54.1,1,415,35,1,0,35,5,0,4,5,5,1,9,11,5,10,1,100,40,0,16000
Fully Paid,1,301.15,1,428,10,3,72000,2,3,4,374,33,16.42,0,186,694,1,0,31789,59.5,14,824.09,0,16,191.23,9,729,725,0,148070,1,3,0,2,21,116281,18,2,4,10606,50,53400,0,0,1,6,11390,21611,59.5,57,66,5,5,0,5,2,0,6,10,11,3,10,11,7,13,2,100,0,0,53400
Fully Paid,1,123.03,3,81,7,1,34000,3,2,3,125,24,29.79,0,223,664,0,1,10572,30.1,19,823.09,0,16,119.04,9,674,670,669,32424,0,1,2,3,9,21852,91,2,2,3390,55,35100,3,1,5,5,3242,24028,30.6,134,247,7,7,0,11,3,1,8,9,11,6,10,13,8,11,4,94.1,62.5,1,34600
Fully Paid,1,1096.15,6,518,3,1,55702,3,3,4,230,19,26.18,1,148,679,2,1,7657,95.7,27,3634.71,0,17,27193.87,3,689,685,0,170838,1,4,1,2,8,23309,55,2,2,1401,62,8000,0,16,7,4,17084,160,94.1,131,197,4,4,1,11,4,0,2,2,4,16,5,10,5,10,3,96.3,100,0,2700
Fully Paid,1,450.43,2,363,6,1,175000,2,2,3,278,16,25.43,0,71,694,1,2,41039,83.2,38,2196.3,0,16,450.31,9,644,640,0,423256,0,11,0,1,20,203742,77,1,1,19443,78,49300,1,1,6,2,22277,5036,86,183,192,11,11,5,11,2,1,5,5,7,22,6,10,6,19,1,94.7,80,0,36100
Fully Paid,1,375.69,1,92,4,2,26000,1,2,3,346,4,28.49,0,54,744,0,0,6643,69.9,7,753.65,0,21,7226.83,21,789,785,0,20020,0,3,0,0,40,13377,56,0,0,157,60,9500,0,3,0,0,3337,343,31.4,76,88,51,40,0,80,5,0,1,1,1,4,3,3,2,6,0,100,0,0,500
Fully Paid,2,551.5,3,621,2,1,96000,3,2,4,269,21,22.7,0,177,679,1,1,19403,53.3,24,6785.08,0,6,14284.88,6,709,705,0,220879,0,4,1,3,10,43145,70,1,3,6210,64,36400,2,0,5,7,16991,6328,60.9,158,71,11,10,2,19,6,1,2,3,4,8,8,13,5,13,2,95.7,66.7,0,16200
Fully Paid,2,531.14,3,532,5,3,96000,3,3,4,295,39,20.45,1,100,679,0,0,10802,85.1,19,6890.87,0,13,524.89,13,689,685,0,70059,2,6,2,3,1,59222,76,1,1,4622,77,12700,1,1,2,5,7006,1898,85.1,137,110,9,1,3,9,4,0,3,3,3,12,3,3,3,10,3,88.9,100,0,12700
Fully Paid,1,796.76,1,617,8,1,124400,1,2,3,175,1,26.03,0,229,739,0,0,20052,59,36,2427.17,0,25,6626.93,25,714,710,0,475583,0,5,1,5,9,131504,96,0,1,0,77,34000,2,13,3,6,59448,5934,56.65,175,124,17,9,6,12,8,0,0,0,4,22,2,8,2,8,1,100,33.3,0,0
Fully Paid,2,574.48,3,335.5,3,2,50000,1,4,6,173,1,6.39,0,145,779,0,0,8291,12.2,34,1266.66,0,27,24589.89,22,779,775,0,14647,1,1,2,3,2,6356,98,0,4,4100,20,68000,1,14,0,7,1332,39062,14.1,111,245,18,2,5,20,15,0,4,7,11,13,10,16,5,11,2,100,14.3,0,45500
Fully Paid,1,450.43,2,523,3,1,130000,2,2,3,253,12,11.99,0,123,679,1,0,78106,85.1,28,1397.28,0,2,9110.32,26,724,720,0,346034,1,0,0,0,93,0,74,1,1,22528,85,91800,0,2,2,1,24717,11669,87,126,203,1,1,5,30,1,0,11,12,18,2,13,21,12,14,1,100,58.3,0,89600
Fully Paid,1,306.45,1,583,10,2,52600,1,3,4,48,30,13.16,0,285,724,0,0,4788,16.3,20,844.34,0,34,4724.35,26,744,740,192,7500,0,1,0,1,14,2712,27,0,4,3281,19,29400,0,0,1,5,682,21239,17.4,67,146,14,14,0,14,10,0,7,7,8,5,11,15,9,12,0,95,0,0,25700
Fully Paid,1,423.32,5,335.5,3,1,28948.92,3,2,3,386,43,18.41,0,258,689,0,0,14858,77.8,13,3602.03,0,38,2059.57,37,719,715,0,73793,1,0,0,0,151,0,74,1,2,3469,78,19100,0,0,0,2,8199,2538,83.2,151,169,1,1,2,1,5,0,7,7,8,1,8,10,8,9,1,100,85.7,0,15100
Fully Paid,1,432.22,1,162,8,1,100200,2,2,3,114,41,19.34,0,193,744,0,0,26355,69,23,939.54,0,5,2143.17,26,759,755,0,333603,0,1,0,1,20,20381,78,1,2,18309,73,38200,0,0,0,3,33360,0,100.5,151,261,12,12,9,16,5,0,2,2,6,4,6,10,4,11,1,95.7,100,0,24500
Fully Paid,1,281.66,1,191,3,1,90000,1,2,3,38,27,9.28,2,17,719,0,0,3218,11.1,40,702.15,0,24,6050.46,24,714,710,60,11782,0,1,2,2,10,8564,43,3,7,1367,24,29000,3,0,8,9,1071,14382,18.3,149,161,9,9,3,10,3,0,3,6,19,6,10,30,3,11,5,94.9,0,0,17600
Fully Paid,1,261.08,2,24,5,3,38000,3,3,4,271,14,25.36,0,258,664,0,1,7065,63.6,27,1411.99,0,16,260.95,13,664,660,0,23548,1,2,1,2,9,16483,77,2,3,1573,72,11100,1,0,1,5,2355,876,78.1,168,169,2,2,1,25,8,1,2,2,5,6,11,20,8,13,3,95.8,50,1,4000
Fully Paid,1,344.25,1,599,4,1,60000,1,9,10,256,12,28.36,0,178,714,1,0,16701,47.2,24,1355.71,0,38,1596.04,26,754,750,0,104126,1,4,0,0,41,87425,48,1,2,3691,48,35400,0,0,1,2,7438,5446,70.1,148,162,2,2,0,34,2,0,5,6,6,7,12,15,8,16,1,95.8,40,0,18200
Fully Paid,1,337.29,1,457,4,1,82500,1,2,3,124,24,14.79,0,86,829,0,0,2721,6,25,766.48,0,3,205.22,25,794,790,0,160678,0,2,1,2,12,26093,67,0,1,2721,34,45300,1,0,0,3,20085,36279,7,204,382,16,12,4,32,18,0,1,3,7,8,5,13,1,8,1,100,0,0,39000
Charged Off,2,482.56,3,477,4,1,75000,1,3,4,190,22,21.56,0,261,679,0,1,14236,37.9,52,2593.35,1846.42,14,482.56,21,584,580,1376,131068,6,7,3,4,3,44567,81,4,6,2532,64,37600,2,1,3,11,5699,13592,38.8,130,133,1,1,1,1,5,1,7,8,9,28,17,23,14,25,7,92.3,25,0,22200
Fully Paid,1,1162.34,3,326,3,3,130000,2,3,4,45,30,19.75,0,225,714,0,0,41206,62.5,20,3854.57,0,11,24964.77,26,699,695,0,59371,1,3,1,2,1,18165,41,3,7,10130,54,65900,1,0,0,9,3958,24194,63,68,223,7,1,0,7,18,0,7,11,14,5,12,15,7,15,4,100,36.4,0,65400
Fully Paid,1,678.13,3,646,5,1,64000,3,2,3,61,30,23.85,0,55,699,0,0,25020,73.4,22,3406.31,0,15,1225.38,26,774,770,0,173732,0,4,0,1,14,29012,65,1,2,13855,69,34100,1,0,0,5,19304,9080,73.4,76,74,8,8,2,8,15,0,4,4,7,13,4,7,4,9,1,100,50,0,34100
Fully Paid,1,735.47,1,409,3,1,105000,2,3,4,334,4,17.15,0,257,694,0,0,30763,87.4,13,2388.44,0,19,5081.44,26,689,685,0,306798,1,2,0,0,44,27060,45,0,0,12022,61,35200,0,0,2,1,43828,4437,87.4,137,181,27,6,2,27,9,0,4,4,5,4,4,7,4,7,1,92.3,75,0,35200
Fully Paid,1,657.55,3,327,5,3,45000,1,3,4,148,9,23.47,0,23,699,0,0,6477,26.5,18,3263.93,0,31,9288.35,26,719,715,564,16122,3,2,0,1,14,9645,31,3,3,2623,29,24400,0,0,0,4,1612,5895,42.8,127,140,1,1,0,1,5,0,3,3,4,5,10,13,8,12,3,100,33.3,0,10300
Charged Off,1,1009.09,3,317,11,3,84000,1,3,4,307,39,24.39,1,230,704,1,0,2204,21.8,26,4902.54,2110.95,37,1059.54,15,599,595,0,41634,2,5,2,4,1,39430,59,0,3,0,54,10100,1,4,2,7,5204,5934,56.65,135,163,14,1,0,12,3,0,0,0,5,16,3,10,2,8,2,84.6,33.3,0,0
Fully Paid,1,843.22,1,522,5,1,205200,2,2,3,138,10,21.6,0,209,684,0,0,24236,54,40,2228.37,0,35,867.94,16,749,745,0,734063,1,7,1,2,6,117716,98,0,3,11714,54,44600,0,0,1,6,45878,8375,72,151,427,16,6,6,16,6,0,4,7,8,17,7,18,4,16,1,93,50,0,33500
Fully Paid,2,692.8,4,171,6,1,65000,2,3,4,326,28,17.02,1,150,679,0,0,29015,72.7,32,6066.09,0,2,23222.79,27,704,700,0,254472,0,1,0,1,18,53567,74,0,2,14159,73,39900,0,2,0,3,31809,10885,72.7,121,173,14,14,3,14,17,0,3,6,8,19,6,10,3,9,0,93.7,50,0,39900
Charged Off,2,544.61,3,610,3,3,73000,1,2,3,252,12,19.76,2,101,664,0,1,9016,88.4,20,4987.84,1900,31,544.61,26,574,570,0,42238,0,2,0,1,15,33222,73,0,0,6428,81,10200,1,2,2,1,6034,660,92.7,154,68,26,15,0,26,8,0,3,3,3,11,5,8,5,8,0,90,100,0,9000
Fully Paid,1,46.23,2,606,4,1,35000,2,4,6,116,41,18.59,0,49,679,1,0,6916,69.2,16,212.2,0,16,46,9,634,630,0,28134,1,1,1,2,9,21218,94,1,1,2077,86,10000,0,0,3,4,4689,505,86,124,114,1,1,1,71,1,1,3,3,5,7,5,7,4,6,2,93.7,66.7,0,3600
Fully Paid,1,128.7,2,212,4,1,47500,2,3,4,52,30,5.79,0,205,689,0,0,5854,56.8,19,568.6,0,12,1485.24,26,744,740,0,263042,4,5,1,2,3,41293,95,3,3,2048,88,10300,0,0,0,6,23913,2273,68.9,71,93,3,3,1,4,5,0,3,3,3,9,6,9,4,12,4,100,66.7,0,7300
Fully Paid,1,32.97,2,430,3,3,86000,1,6,7,327,28,20.64,0,46,664,0,0,26498,80.3,22,130.36,0,21,604.43,6,709,705,0,38815,0,2,0,0,28,12317,47,1,3,7124,65,33000,0,0,0,3,4313,166,99.3,184,119,8,8,0,8,5,0,5,5,8,11,8,11,6,10,1,100,100,0,25100
Fully Paid,1,814.24,2,327,7,1,65000,1,6,7,158,9,15.95,0,6,794,0,0,9520,21.9,23,4271.31,0,38,4017.23,26,819,815,0,90908,0,2,0,1,15,19793,57,3,3,4444,38,43400,1,0,0,4,6493,13078,39.2,112,368,11,11,2,11,15,0,2,7,11,4,12,17,3,15,3,100,0,0,21500
Fully Paid,1,752.87,1,462,3,1,300000,1,4,6,158,9,9.14,0,143,754,0,1,7543,33.5,27,2049,0,22,5934.55,26,669,665,0,496638,0,4,0,4,15,103113,51,1,2,3335,43,22500,1,0,0,6,49664,14957,33.5,132,269,10,10,1,10,15,0,4,5,9,13,5,13,4,10,1,100,0,1,22500
Fully Paid,1,187.77,1,564,3,1,250000,2,9,10,379,43,16.17,1,249,684,1,0,67109,82.3,33,114.01,0,1,5745.06,1,694,690,0,529507,2,4,2,3,3,40904,59,0,1,20253,71,81500,0,9,2,4,37822,4353,92.9,130,277,23,3,5,23,3,0,4,4,6,13,9,15,8,15,2,96.9,100,0,61400
Charged Off,1,669.46,2,283,1,1,110000,1,3,4,137,10,22.5,1,254,704,0,5,24093,46.1,20,2625.42,1104.3,8,669.46,28,534,530,0,65607,0,3,0,2,15,41514,64,2,5,4951,56,52300,1,3,1,7,4686,21921,28.6,61,217,10,10,0,11,10,0,7,9,13,4,11,16,9,14,2,95,11.1,0,30700
Fully Paid,1,97.97,3,335.5,3,1,22000,3,3,4,228,19,16.58,0,73,669,2,1,4285,45,22,574.88,0,16,97.9,16,714,710,0,46104,5,1,1,1,1,5500,100,3,3,1473,45,9490,0,0,1,5,5763,2295,57,168,49,1,1,2,33,1,0,2,1,2,13,6,7,6,8,4,91,0,1,4590
Charged Off,2,956.84,6,468,3,1,72000,2,3,4,174,1,23.77,0,117,689,0,0,23791,64.3,23,18502.04,0,26,50,26,549,545,0,74499,1,1,1,1,5,45066,74,1,2,4369,69,37000,2,2,3,3,6773,6051,72.9,134,204,7,5,0,25,5,0,4,5,7,9,8,12,6,11,2,100,80,0,22300
Fully Paid,1,214.73,4,592,3,1,120000,3,3,4,313,5,23.03,0,203,664,0,0,20408,76.4,21,1689.68,0,9,214.43,9,674,670,0,80358,2,5,2,5,10,59950,83,6,6,5045,81,26700,1,0,3,11,5022,5680,71.2,58,117,4,4,1,4,10,0,9,9,9,7,11,13,11,16,8,100,44.4,0,19700
Charged Off,2,266.46,4,169,2,3,28832,3,3,4,132,36,23.62,1,167,694,1,0,7739,41.8,23,2574.61,1250,18,308.41,13,589,585,0,21124,3,3,1,2,6,13385,76,2,3,3377,58,18500,0,4,1,5,2347,1289,74.2,102,294,1,1,0,1,4,0,2,2,3,8,7,14,5,10,3,95.7,50,0,5000
Fully Paid,1,398.52,3,485,7,2,35000,1,3,4,77,34,20.82,0,130,754,2,0,19850,40,16,2326.5,0,16,398.28,26,599,595,0,148168,1,1,0,0,29,10432,54,2,2,2660,44,49600,0,1,7,2,21167,9602,31.4,37,107,1,1,1,1,0,0,2,2,7,2,5,13,3,7,2,100,0,0,14000
Fully Paid,1,617.46,1,331,3,1,120000,1,2,3,254,12,16.8,0,36,689,1,0,35896,61.1,40,2239.83,0,16,617.09,26,739,735,0,556555,1,2,1,2,11,150138,77,1,1,12499,64,58000,1,3,1,3,50596,21431,61.8,152,340,2,2,10,34,5,17,6,6,15,5,7,24,7,11,2,53.8,33.3,0,57200
Fully Paid,1,369,5,197,2,1,150000,2,9,10,329,28,14.89,1,194,709,0,0,3318,13.5,28,3042.15,0,3,3475.21,26,734,730,0,117041,1,4,2,3,3,113723,92,0,2,0,53,24500,0,2,3,5,13005,5934,56.65,173,183,18,3,1,12,9,0,0,0,0,17,6,9,3,10,2,89.3,33.3,0,0
Charged Off,1,325.5,3,10,8,1,55000,2,2,3,359,4,30.96,0,229,694,1,0,16992,76.9,32,975.87,736.85,30,325.5,2,549,545,75,318828,1,4,1,2,1,48585,91,1,7,1828,87,22100,0,6,1,9,17713,260,94.8,175,122,10,1,3,10,3,2,4,4,5,12,13,17,12,18,2,93.5,100,0,5000
Fully Paid,1,602.3,1,642,4,1,187000,1,3,4,350,4,14.68,0,72,769,0,0,18711,25.9,37,1256.68,0,21,11599.2,26,759,755,0,610619,0,3,0,2,13,37359,53,0,0,13783,39,72200,0,8,0,2,30531,29408,38.6,142,180,69,13,4,78,13,0,3,8,10,12,15,21,5,19,0,94.6,0,0,47900
Fully Paid,1,476.37,2,65,9,1,116300,3,3,4,133,36,2.86,0,74,729,0,0,883,26,23,648.01,0,27,13691.94,35,674,670,0,208157,1,1,1,1,2,11159,98,0,1,504,81,3400,1,0,2,2,52039,2517,26,142,156,16,2,6,16,0,1,2,2,9,5,2,12,2,4,1,91.3,0,0,3400
Fully Paid,1,666.85,1,171,5,1,120000,1,3,4,301,39,20.73,0,298,744,1,0,143395,24.6,36,2385.35,0,9,1333.42,16,779,775,0,270175,1,2,0,0,32,126780,49,4,10,10597,27,230200,1,1,5,10,15010,71597,25.2,146,303,4,4,5,4,2,0,7,11,12,12,16,19,11,18,4,100,0,0,95700
Fully Paid,1,389,1,219,2,3,73000,1,2,3,45,30,5.56,0,142,684,1,0,8699,77.4,7,1390.1,0,9,776.33,26,779,775,0,8699,0,0,0,0,238,0,74,0,0,5758,77,13400,0,0,1,0,2900,4701,77.4,238,279,180,180,0,184,5,1,3,3,5,1,3,5,3,3,0,83.3,33.3,0,13400
Charged Off,1,518.65,4,436,9,3,48000,3,3,4,382,43,20.55,0,228,724,2,1,2659,17.5,22,2160.18,1232.46,11,518.65,5,569,565,99,60928,2,6,1,1,7,58269,99,3,10,978,82,15200,0,0,2,11,3584,6231,16.9,187,28,4,4,0,4,0,3,2,4,4,11,11,11,4,17,4,81.8,0,1,7500
Charged Off,1,678.13,3,99,2,3,53000,3,3,4,40,27,15.29,0,24,679,0,0,16180,59.1,25,3167.97,1503.3,18,678.13,8,529,525,0,21463,1,1,0,0,37,5283,50,3,8,6099,57,27400,0,2,2,8,1651,4996,72.7,128,121,3,3,0,7,7,1,3,4,6,4,12,21,8,13,3,96,75,0,18300
Fully Paid,1,316.48,2,40,3,3,110000,1,3,4,340,4,13.83,0,113,669,0,1,7544,75.4,24,1313.21,0,18,5548.36,6,724,720,0,28021,1,4,1,3,8,20477,48,1,1,4017,53,10000,2,0,1,4,4003,2456,75.4,116,335,4,4,1,4,5,1,3,3,10,9,4,14,3,7,2,94.1,33.3,1,10000
Fully Paid,1,430.04,4,489,5,1,34000,3,4,6,65,34,32.83,0,221,679,1,1,8890,35,41,3539.6,0,16,429.79,9,724,720,0,25482,1,1,0,0,31,16592,61,4,6,3246,35,25400,1,0,5,6,2548,3680,37,135,271,0,0,2,15,1,0,5,16,19,8,9,32,9,10,4,80,0,1,18400
Fully Paid,2,539.45,5,69,1,3,60000,2,2,3,104,41,29.6,0,52,679,0,0,14899,69.3,27,3061.3,0,33,19490.84,26,764,760,0,67351,3,6,0,1,20,52452,68,5,6,5818,68,21500,0,0,2,7,4490,4101,78.4,112,111,1,1,0,1,11,0,6,7,8,16,9,11,6,15,5,96.2,57.1,0,19000
Charged Off,1,979.04,2,70,3,1,70000,2,2,3,161,9,22.99,0,174,674,0,0,33542,73.9,26,5623.65,0,13,203.15,26,584,580,880,170218,0,1,0,1,16,11933,58,1,2,12303,69,45400,0,3,0,3,15474,6517,82.6,170,210,7,7,2,7,5,0,5,5,7,10,9,14,6,11,1,100,60,0,37400
Fully Paid,1,386.09,2,507,5,2,31200,3,2,3,162,9,30.04,0,257,689,0,0,5652,56.5,11,1882.51,0,16,385.69,16,674,670,0,20471,1,2,0,1,20,14819,53,1,3,2986,54,10000,3,0,0,4,2559,2514,54.3,112,111,6,6,1,105,13,0,1,2,2,4,6,6,5,8,1,80,0,0,5500
Fully Paid,1,164.84,2,446,4,1,85000,2,4,6,122,24,8.28,15,247,674,1,0,327,15.6,38,701.26,0,5,2742.11,5,654,650,51,252720,2,1,1,1,2,6946,99,1,1,327,80,2100,2,0,5,2,50544,1773,15.6,71,301,2,2,6,2,0,12,1,3,20,3,3,29,1,5,2,44.7,0,0,2100
Charged Off,2,380.66,4,62,4,3,45500,3,3,4,29,27,30.95,0,147,704,2,0,13021,37,50,5095.07,0,3,380.66,26,609,605,0,38384,4,3,2,5,1,25363,71,5,13,5600,55,34000,4,0,3,18,2953,17059,38.9,141,209,1,1,0,6,4,1,3,5,13,14,10,34,6,13,7,95.9,0,0,27900
Fully Paid,1,635.73,3,599,7,3,45000,2,3,4,105,41,30.45,0,283,664,0,0,13106,69.3,31,2951.4,0,18,11057.52,26,639,635,0,99181,0,4,0,1,24,86075,76,0,0,4963,74,18900,0,1,0,1,7084,2008,79.9,126,170,35,24,0,35,5,0,5,5,9,15,10,16,9,14,0,93.3,40,0,10000
Fully Paid,1,156.48,1,308,3,1,67000,2,3,4,106,41,36.53,0,188,704,0,0,44464,60.3,56,627.56,0,16,156.25,26,664,660,0,160270,1,2,0,1,16,7706,41,1,4,4545,56,73700,0,0,0,5,4714,17759,65.3,244,118,4,4,5,13,5,0,18,20,27,12,30,38,28,34,1,100,20,0,51200
Fully Paid,1,647.8,2,75,9,3,85005,2,2,3,46,30,17.2,0,234,694,2,0,15506,37.1,20,1848.28,0,14,14602.2,9,729,725,0,32003,2,2,0,1,15,16497,37,5,6,5432,37,41700,2,5,7,7,2286,19466,43.3,73,115,3,3,0,3,4,0,4,8,11,4,12,16,6,14,5,88.9,37.5,0,34300
Fully Paid,1,273.39,3,212,4,1,80000,1,3,4,101,41,19.74,0,125,684,1,1,6779,36.6,21,1428.58,0,37,4145.05,26,714,710,0,55333,2,4,3,4,2,48554,91,1,4,4282,77,18500,2,0,3,8,5030,6498,49.6,158,167,8,2,0,8,2,0,3,3,10,6,7,15,4,11,4,100,0,1,12900
Fully Paid,2,492.66,4,297,6,1,100000,2,3,4,224,19,20,0,287,684,2,0,18478,67,25,2114.98,0,36,11212.44,6,759,755,0,376180,2,3,2,2,3,70666,94,0,1,9499,67,27500,0,0,6,4,31348,3500,76,110,122,14,3,3,14,0,0,5,7,7,11,7,9,5,12,3,100,60,0,17500
Charged Off,2,465.27,3,39,3,2,60000,1,3,4,276,25,23.24,0,224,739,1,1,4985,30,27,3357.69,2178.72,28,465.27,30,609,605,0,171715,2,4,2,2,11,20386,47,2,5,3714,42,16600,2,6,6,8,12265,6086,37.9,235,168,1,1,1,7,1,1,1,4,6,14,8,12,3,14,5,96.3,25,1,9800
Fully Paid,2,780.52,6,163,10,3,93000,2,3,4,355,4,17.73,0,264,719,1,0,17698,33.5,19,5983.94,0,14,22366.93,26,719,715,0,41760,3,3,2,3,6,24062,45,4,5,5863,40,52800,1,4,1,8,2983,25202,41.3,57,97,6,6,0,6,0,0,5,7,9,4,11,15,5,14,6,94.7,14.3,0,42900
Fully Paid,1,410.08,3,141,5,3,50000,3,3,4,336,4,20.31,0,276,664,2,1,7167,33,37,2761.45,0,32,1153.49,13,639,635,2530,63225,4,3,2,3,2,56058,98,6,8,2914,64,21700,4,1,6,11,4863,6453,50,254,153,0,0,0,2,3,4,6,6,12,20,10,17,8,13,8,94.1,16.7,1,12900
Fully Paid,1,482.61,2,305,6,3,52500,1,3,4,292,39,4.96,0,100,699,0,1,10459,52.3,16,2291.9,0,9,482.22,26,684,680,0,10459,0,0,0,0,148,0,74,1,2,5625,52,20000,1,0,1,2,1307,4318,68,166,146,12,12,3,16,6,0,2,3,4,2,8,11,4,8,1,100,66.7,1,13500
Fully Paid,1,933.05,1,330,5,1,130000,3,2,3,361,4,9.82,0,7,724,2,0,39025,28,23,3558.54,0,16,933,19,794,790,0,412943,2,0,0,0,170,0,0,2,5,21296,28,137800,0,0,2,5,41294,10757,52,170,344,3,3,2,3,3,0,8,15,15,1,9,20,5,10,2,96,28.6,0,75300
Fully Paid,1,511.96,1,87,7,1,98000,2,2,3,65,34,9.21,0,198,759,0,0,18067,29.8,24,1313.18,0,12,6003.53,26,809,805,0,229865,0,1,0,0,28,13222,63,0,1,11275,38,60600,1,0,1,2,25541,41448,29.6,149,177,16,7,4,16,9,0,3,6,8,9,7,11,5,9,1,100,0,0,58900
Fully Paid,1,558.33,4,599,10,3,50000,3,3,4,273,14,21.96,0,258,679,1,0,8770,65.9,49,1892.44,0,33,13212.09,26,739,735,0,94040,1,12,1,2,9,85270,98,1,1,5372,90,13300,0,0,1,3,5224,54,99.2,169,155,6,6,0,53,6,0,2,2,9,31,6,18,5,18,2,100,100,0,6400
Fully Paid,1,163.18,2,599,3,2,55000,1,6,7,301,39,30.98,1,280,679,0,0,17669,78.2,12,865.91,0,32,488.46,31,704,700,0,48382,0,3,0,1,15,30713,65,1,2,8951,69,22600,0,0,1,3,5376,339,97.7,206,144,12,12,0,86,12,0,3,3,3,6,6,6,5,9,1,91.7,100,0,14600
