loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
15000,15000,15000,1,5.32,451.73,1,1,604,6,2,81000,1,1,2,2,4,292,39,16.95,0,271,800,804,0,NA,NA,14,0,37068,9.4,26,2,0,0,16250.87756,16250.88,15000,1250.88,0,0,0,16,451.41,1,9,814,810,0,NA,1,1,NA,NA,1,0,0,64382,0,1,0,0,31,27314,NA,1,4,7479,9,208500,0,3,1,4,4952,124059,8.1,0,0,91,362,11,11,1,11,NA,11,NA,0,6,8,11,17,3,13,22,8,14,0,0,0,1,100,0,0,0,250286,64382,137500,41786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10500,10500,10500,1,8.49,331.42,2,6,445,4,1,168400,3,1,2,9,11,294,39,27.58,0,256,715,719,0,48,NA,18,0,43536,61.5,36,2,0,0,11918.35171,11918.35,10500,1418.35,0,0,0,16,331.03,1,9,784,780,0,48,1,1,NA,NA,1,0,0,139884,2,6,0,1,19,75987,42,2,3,24698,50,70800,0,4,0,4,7771,9950,76.2,0,0,126,193,2,2,5,2,NA,NA,NA,1,4,8,5,8,13,11,18,8,18,0,0,0,2,97.2,40,0,0,236340,119523,41800,141540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,13.44,339.07,3,13,350,6,1,34000,2,1,2,3,5,8,17,11.19,0,82,720,724,2,NA,NA,17,0,8425,15.1,21,2,0,0,12187.53021,12187.53,10000,2187.53,0,0,0,16,338.75,1,26,719,715,0,NA,1,1,NA,NA,1,0,0,85375,4,0,0,0,NA,0,NA,4,10,1696,15,55700,0,0,4,11,5022,36445,6.6,0,0,NA,48,0,0,1,2,NA,0,NA,0,6,9,10,11,0,16,20,9,17,0,0,0,5,100,0,0,0,132650,8425,39000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
3600,3600,3600,1,7.49,111.97,1,4,18,2,1,62000,1,1,2,3,5,225,19,22.42,0,201,720,724,1,NA,NA,21,0,3886,19.6,43,2,0,0,3694.23,3694.23,3600,94.23,0,0,0,27,3362.06,1,37,699,695,0,NA,1,1,NA,NA,1,0,0,213212,1,12,3,4,7,98697,100,1,3,3573,87,19800,2,5,6,8,10153,6174,38.3,0,0,141,112,0,0,1,0,NA,0,NA,0,2,3,4,10,28,7,14,3,21,0,0,0,5,100,25,0,0,230175,102583,10000,98440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,11.48,329.67,2,10,12,4,1,72000,1,1,2,9,11,87,41,26.9,0,18,680,684,0,36,NA,13,0,16758,61.4,26,2,0,0,11858.19063,11858.19,10000,1858.19,0,0,0,16,331.3,1,26,619,615,0,55,1,1,NA,NA,1,0,0,420706,1,3,0,2,16,41822,78,2,4,5082,73,27300,0,0,0,6,32362,163,98.5,0,0,125,200,0,0,3,17,55,23,36,5,3,8,3,8,6,9,17,8,13,0,0,0,2,73.1,100,0,0,454144,58580,10700,53344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
30000,30000,30000,1,8.49,946.89,2,6,408,4,3,115000,2,1,2,2,4,330,29,13.54,1,283,690,694,0,6,NA,23,0,22022,46.2,44,2,0,0,32823.7595,32823.76,30000,2823.76,0,0,0,28,18655.79,1,26,584,580,0,6,1,1,NA,NA,1,0,0,33898,0,1,0,1,22,11876,44,1,3,7796,45,47700,4,0,4,4,1695,16426,56.5,0,0,127,170,12,12,5,18,NA,0,NA,3,6,8,9,15,7,22,32,9,23,0,0,1,1,86,22.2,0,0,74945,33898,37800,27245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8000,8000,8000,1,11.99,265.68,3,11,149,5,3,35000,2,1,2,3,5,49,30,10.12,0,256,720,724,1,NA,NA,10,0,6352,26.9,23,2,0,0,9404.241529,9404.24,8000,1404.24,0,0,0,12,3041.24,1,26,694,690,0,NA,1,1,NA,NA,1,0,0,6352,2,0,0,0,71,0,NA,2,2,2340,27,23600,0,0,1,2,635,2180,62.4,0,0,98,193,1,1,0,3,NA,3,NA,0,3,9,3,11,2,10,21,10,10,0,0,0,2,100,66.7,0,0,23600,6352,5800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15000,15000,15000,2,16.59,369.49,4,17,114,3,1,55000,1,1,1,3,5,26,6,10.17,0,309,660,664,1,29,NA,13,0,9419,54.4,22,2,0,0,12449.12,12449.12,5726.38,5410.49,36.94,1275.31,229.5558,38,387.96,1,16,549,545,0,44,1,1,NA,NA,1,0,0,22026,1,2,0,0,53,12607,126,1,2,1505,81,17300,0,0,1,2,1694,457,89.4,0,0,159,117,2,2,0,24,NA,4,NA,1,4,10,4,4,8,11,14,11,13,0,0,0,1,90.9,75,0,0,27275,22026,4300,9975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
21600,21600,21600,1,8.49,681.76,2,6,239,5,1,60000,3,1,2,3,5,314,5,17.42,0,264,685,689,0,NA,NA,10,0,11037,67.7,22,2,0,0,24029.93058,24029.93,21600,2429.93,0,0,0,34,10420.2,1,34,634,630,0,NA,1,1,NA,NA,1,0,0,132095,0,2,0,0,25,9500,51,1,1,2020,59,16300,0,1,0,2,13210,1168,84.8,0,0,77,97,8,8,1,25,NA,NA,NA,0,4,6,4,9,5,7,15,6,10,0,0,0,2,100,100,0,0,147841,20537,7700,18624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
12000,12000,12000,1,9.17,382.55,2,7,382,4,1,105000,2,1,2,2,1,180,38,16.86,1,10,670,674,0,22,NA,12,0,11143,34.1,29,2,0,0,13711.61093,13711.61,12000,1711.61,0,0,0,19,2632.94,1,16,714,710,0,24,1,1,NA,NA,1,0,7259,242572,1,4,1,1,10,82665,88,4,6,1354,39,32700,0,6,4,8,20214,10817,32,0,0,261,283,6,6,4,10,37,10,22,4,5,7,5,7,11,7,12,7,12,0,0,0,6,80.8,0,0,0,271461,93808,15900,86761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
28000,28000,28000,1,7.91,876.26,1,5,367,11,1,102000,2,1,2,2,4,215,13,21.05,1,83,700,704,2,19,NA,24,0,55427,39.9,48,2,0,0,31442.33949,31442.34,28000,3442.34,0,0,0,6,5185.3,1,13,724,720,0,NA,1,1,NA,NA,1,0,0,150054,1,1,0,0,111,6680,35,1,3,16167,39,139028,0,1,2,4,6252,55623,47.8,0,0,208,442,3,3,3,3,NA,0,19,0,6,7,14,21,8,22,35,7,24,0,0,0,1,97.9,21.4,0,0,258185,62107,106500,19157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
6400,6400,6400,1,11.48,210.99,2,10,493,4,3,33000,3,1,2,2,4,157,9,15.6,0,179,685,689,0,75,42,9,1,5707,56.5,18,2,0,0,7477.366381,7477.37,6400,1077.37,0,0,0,12,2411.52,1,26,694,690,0,75,1,1,NA,NA,1,0,0,21252,0,3,1,1,11,15545,83,1,3,967,74,10100,2,0,4,4,2657,90,95.5,0,0,92,150,7,7,1,7,NA,7,NA,2,2,5,2,6,5,6,12,5,9,0,0,0,2,88.9,100,1,0,28921,21252,2000,18821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15000,15000,15000,1,9.17,478.19,2,7,276,4,3,48000,2,1,2,1,3,46,30,12.2,0,90,680,684,0,NA,95,10,1,8588,60.1,11,2,0,0,17195.47918,17195.48,15000,2195.48,0,0,0,16,477.93,1,9,734,730,0,NA,1,1,NA,NA,1,0,0,15450,0,1,0,1,16,6862,86,0,0,2623,69,14300,2,0,0,1,1717,1293,79.1,0,0,135,310,26,16,0,51,NA,17,NA,0,4,7,5,5,2,9,9,7,10,0,0,0,0,100,25,1,0,22300,15450,6200,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
13000,13000,13000,1,7.91,406.84,1,5,124,5,3,70000,1,1,2,2,4,310,39,26.32,0,157,710,714,0,NA,NA,10,0,13025,40.6,27,2,0,0,14123.16073,14123.16,13000,1123.16,0,0,0,28,8034.84,1,6,764,760,0,NA,1,1,NA,NA,1,0,0,100336,0,5,1,5,8,87311,92,1,3,7705,74,32100,3,0,3,8,10034,6270,65.2,0,0,76,77,11,8,0,11,NA,8,NA,0,2,5,2,2,20,5,7,5,10,0,0,0,2,100,0,0,0,130300,100336,18000,98200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,13.44,339.07,3,13,42,6,3,80000,1,1,2,2,4,24,6,15.56,1,49,670,674,1,NA,38,9,1,8297,57,24,1,0,0,12189.38946,12189.39,10000,2189.39,0,0,0,16,340.61,1,16,619,615,0,7,1,1,NA,NA,1,0,0,47467,2,2,1,1,2,39170,97,4,7,4832,57,14550,0,1,4,8,5274,4500,75,0,0,148,114,0,0,3,10,NA,2,NA,1,2,7,2,3,8,7,12,5,9,NA,0,1,5,79,50,1,0,54793,47467,9000,40243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
24800,24800,24800,1,7.91,776.12,1,5,7,4,1,95000,2,1,2,3,1,312,5,14.76,0,142,765,769,0,NA,NA,14,0,29719,34.3,24,2,0,0,25907.62,25907.62,24800,1107.62,0,0,0,4,21278.15,1,4,804,800,0,NA,1,1,NA,NA,1,0,0,197541,1,1,1,1,6,15660,91,0,3,6911,44,124600,0,3,0,4,16462,88446,32.8,0,0,158,281,20,6,4,20,NA,NA,NA,0,6,8,8,9,3,12,17,8,14,0,0,0,1,100,0,0,0,311769,45379,113100,17169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
12000,12000,12000,2,10.78,259.6,2,9,322,4,2,56000,1,1,1,9,11,285,2,25.98,0,227,705,709,0,NA,112,7,1,3114,28.6,15,2,0,0,4395.23,4395.23,2774.66,1620.57,0,0,0,21,259.6,1,12,554,550,0,NA,1,1,NA,NA,1,0,0,42392,1,3,1,2,3,39278,76,0,2,1024,68,10900,0,2,1,4,6056,6815,13.7,0,0,199,105,20,3,0,22,NA,6,NA,0,2,3,3,4,9,4,6,3,7,0,0,0,1,100,0,1,0,62836,42392,7900,51936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15000,15000,15000,1,11.99,498.15,3,11,299,3,1,65000,2,1,2,3,1,344,4,17.56,0,50,665,669,0,54,NA,9,0,13028,88.3,16,2,0,0,15183.46,15183.46,15000,183.46,0,0,0,10,15208.44,1,10,769,765,0,NA,1,2,77000,15.4,2,0,0,231860,0,0,0,0,30,22525,74,0,2,2839,78,14800,3,1,2,2,25762,295,94.2,0,0,99,136,13,13,1,28,NA,11,54,0,2,7,2,3,4,7,11,7,9,0,0,0,0,92.3,100,0,0,251645,35553,5100,30649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
24000,24000,24000,1,5.32,722.76,1,1,402,6,1,120000,1,1,2,2,4,28,27,15.82,0,311,725,729,1,NA,NA,13,0,42613,35.4,31,2,0,0,25138.93661,25138.94,24000,1138.94,0,0,0,14,17199.22,1,26,779,775,0,NA,1,1,NA,NA,1,0,0,470657,1,1,0,0,32,4403,18,1,3,18758,33,120400,0,0,1,3,39221,73787,36.6,0,0,126,135,2,2,1,2,NA,3,NA,0,7,7,9,18,7,10,21,7,13,0,0,0,1,100,12.5,0,0,585052,47089,116400,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2000,2000,2000,1,13.44,67.82,3,13,210,4,2,75600,3,1,2,3,5,200,15,10.17,1,303,685,689,0,16,NA,5,0,15568,92.7,19,2,0,0,2437.461798,2437.46,2000,437.46,0,0,0,16,67.49,1,9,589,585,0,NA,1,1,NA,NA,1,0,192,161917,1,2,1,3,1,989,56,0,1,15568,89,16800,0,0,0,4,32383,1232,92.7,0,0,160,243,14,1,4,204,NA,14,NA,0,1,1,1,4,9,1,6,1,5,0,0,0,1,78.9,100,0,0,188481,16557,16800,1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
22600,22600,22600,1,15.77,791.99,4,16,600,6,1,53867,1,1,2,3,5,349,4,25.31,0,311,675,679,2,NA,NA,33,0,23959,53.5,46,2,0,0,25651.11329,25651.11,22600,3051.11,0,0,0,14,44.1,1,26,499,0,0,NA,1,1,NA,NA,1,0,0,204160,2,17,1,6,4,180201,109,4,4,2097,97,44800,0,4,4,10,6187,4034,47.6,0,0,135,90,6,4,0,6,NA,1,NA,0,3,11,6,8,25,16,21,12,33,0,0,0,5,100,0,0,0,210041,204160,7700,165241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
13500,13500,13500,1,23.13,523.5,6,27,205,4,3,50000,2,1,1,3,5,154,9,25.3,0,199,660,664,3,NA,42,17,1,10292,23,21,2,0,0,12380.94,12380.94,7130.06,4343.57,0,907.31,163.3158,31,523.5,1,3,594,590,0,58,1,1,NA,NA,1,0,0,26347,7,1,1,1,7,16055,92,9,12,5804,23,44050,1,0,6,13,1549,3272,26,0,0,165,38,0,0,0,2,NA,0,NA,0,9,16,9,9,4,16,16,8,17,NA,0,0,10,95,11.1,1,0,61443,26347,29450,17393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
6000,6000,6000,1,10.78,195.81,2,9,396,4,1,66000,1,1,1,1,1,243,20,19.96,1,244,695,699,1,6,NA,11,0,3731,23.9,28,2,0,0,5501.84,5501.84,3434.92,863.92,0,1203,216.54,31,195.81,1,6,569,565,0,NA,1,1,NA,NA,1,0,0,287417,1,3,1,2,5,25459,69,0,1,2060,56,15600,1,1,8,4,26129,3290,47.8,0,0,159,337,15,5,1,89,6,0,6,0,3,4,3,12,8,7,18,4,11,0,0,0,1,96.3,33.3,0,0,322369,29190,6300,36750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,2,6,4,13,1203,45.02,6
5000,5000,5000,1,6.49,153.23,1,2,421,4,2,55000,1,1,2,3,5,19,26,29.15,0,313,700,704,0,NA,111,9,1,11449,42.2,15,1,0,0,5511.463195,5511.46,5000,511.46,0,0,0,16,152.92,1,26,734,730,0,NA,1,1,NA,NA,1,0,0,56358,1,3,1,3,12,44909,59,1,1,4734,48,27100,0,4,1,4,6262,6432,51.6,0,0,99,96,4,4,0,4,NA,12,NA,0,3,6,3,3,9,6,6,6,9,0,0,0,2,100,0,1,0,82320,56358,13300,55220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,7.49,622.04,1,4,405,4,1,1.00E+05,1,1,2,2,4,5,17,12.18,0,148,735,739,0,NA,NA,9,0,44737,46.8,18,2,0,0,22408.05238,22408.05,20000,2376.95,31.1,0,0,13,4.32,1,16,689,685,0,NA,1,1,NA,NA,1,0,0,227847,1,1,0,0,51,3179,20,1,1,15023,43,95600,0,3,0,1,28481,32528,46.3,0,0,147,197,4,4,2,4,NA,NA,NA,0,4,5,5,7,6,7,10,5,9,0,0,0,1,100,40,0,0,295901,47916,60600,16301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
12000,12000,12000,1,9.8,386.09,2,8,536,4,1,103000,2,1,2,3,5,102,41,18.54,1,119,680,684,0,22,NA,11,0,20218,74.9,50,2,0,0,13884.07223,13884.07,12000,1884.07,0,0,0,13,1.16,1,26,634,630,0,NA,1,1,NA,NA,1,0,0,85818,0,1,1,1,12,65600,NA,0,2,4368,75,27000,0,18,3,3,8582,525,90.8,0,0,154,263,19,12,2,36,NA,2,22,0,2,7,2,5,26,10,22,7,11,0,0,0,1,96,50,0,0,100066,85818,5700,73066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
32000,32000,32000,1,11.48,1054.93,2,10,435,4,1,107000,3,1,2,2,4,21,42,19.13,0,96,710,714,1,NA,NA,12,0,95821,89,27,2,0,0,36053.66711,36053.67,32000,4053.67,0,0,0,28,20260.34,1,31,614,610,0,NA,1,1,NA,NA,1,0,0,197622,1,3,2,3,8,24295,95,1,2,6222,89,108070,0,1,2,5,16468,6180,55,0,0,131,214,3,3,8,17,NA,3,NA,0,4,7,10,10,4,7,20,8,12,NA,0,0,3,100,50,0,0,264927,60221,24720,25579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15200,15200,15200,2,13.99,353.6,3,14,210,4,2,69998,3,1,1,3,5,265,21,14.52,0,262,660,664,0,39,74,7,1,19434,85.6,15,2,0,0,3715.12,3715.12,1663.62,1489.25,0,562.25,101.205,33,353.6,1,19,644,640,0,NA,1,1,NA,NA,1,0,0,29586,1,1,0,1,15,10152,77,3,4,13797,82,22700,0,0,0,5,4227,968,95.1,0,0,105,121,4,4,1,7,NA,15,39,0,4,5,4,8,2,6,12,5,7,0,0,0,3,80,75,0,0,35970,29586,19900,13270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
12500,12500,12500,2,11.99,278,3,11,386,2,1,60000,1,1,2,3,5,129,24,16.98,0,25,685,689,0,65,NA,5,0,8619,69,8,2,0,0,15165.38455,15165.38,12500,2665.38,0,0,0,25,2.71,1,12,769,765,0,65,1,1,NA,NA,1,0,0,22593,0,2,1,2,7,13974,55,0,1,6968,60,12500,1,0,1,3,4519,3724,69,0,0,38,116,19,7,1,19,NA,7,NA,1,2,3,2,3,3,3,4,3,5,0,0,0,1,87.5,50,0,0,37774,22593,12000,25274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
21000,21000,21000,1,10.78,685.33,2,9,285,7,1,81000,1,1,2,3,5,217,13,17.19,0,151,700,704,0,46,NA,12,0,14360,45.6,39,2,0,0,21261.59,21261.59,21000,261.59,0,0,0,10,21293.03,1,26,724,720,0,46,1,1,NA,NA,1,0,0,171617,0,3,2,5,8,46030,91,2,5,7107,74,31500,3,4,2,10,14301,6080,56.9,0,0,125,94,11,8,2,20,NA,9,NA,1,2,3,3,3,26,8,10,3,12,0,0,0,4,94.9,33.3,0,0,204648,60390,14100,50511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
16000,16000,16000,1,8.49,505.01,2,6,148,6,3,35000,1,1,2,2,4,276,25,24.49,0,25,705,709,0,40,117,10,1,12989,50.9,13,2,0,0,18161.34557,18161.35,16000,2161.35,0,0,0,16,504.87,1,9,754,750,0,NA,1,1,NA,NA,1,0,0,25404,0,1,0,1,22,12415,72,0,2,6233,59,25500,0,0,0,3,2823,8195,58.8,0,0,22,116,16,16,0,21,NA,22,40,0,3,6,4,7,1,9,12,6,10,0,0,0,0,91.7,0,1,0,42866,25404,19900,17366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
24650,24650,24650,1,11.48,812.63,2,10,585,4,1,1.00E+05,3,1,2,3,5,370,4,22.64,0,8,725,729,0,NA,NA,11,0,31110,56,24,2,0,0,28038.99993,28039,24650,3389,0,0,0,18,14225.21,1,18,719,715,0,NA,1,1,NA,NA,1,0,0,232132,1,2,0,1,14,31882,60,1,1,13028,58,55600,0,1,0,2,21103,17569,59.9,0,0,57,332,5,5,5,5,NA,NA,NA,0,4,5,4,12,2,7,17,5,11,0,0,0,1,100,50,0,0,314083,62992,43800,52983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
11000,11000,11000,1,7.91,344.25,1,5,526,6,1,77000,1,1,2,3,5,211,31,28.73,2,201,685,689,0,9,NA,11,0,10919,60.3,25,2,0,0,12382.90033,12382.9,11000,1382.9,0,0,0,32,1026.03,1,31,679,675,0,9,1,1,NA,NA,1,0,0,102832,1,4,0,1,13,91913,62,1,4,4739,61,18100,0,4,0,5,9348,1622,86,0,0,141,117,3,3,3,17,9,13,9,0,3,5,3,5,11,7,11,5,11,0,0,1,1,92,100,0,0,142858,102832,11600,124758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
22400,22400,22400,2,14.85,531.14,3,15,308,4,3,70000,3,1,2,2,4,15,35,18.69,0,126,695,699,1,NA,NA,10,0,15292,69.8,20,2,0,0,26579.61265,26579.61,22400,4179.61,0,0,0,28,18520.11,1,33,709,705,0,NA,1,1,NA,NA,1,0,0,46351,1,2,1,3,10,31059,78,2,2,8045,75,21900,1,7,3,5,5794,3442,71.6,0,0,133,155,4,4,0,11,NA,1,NA,0,2,6,3,4,9,8,11,6,10,0,0,0,3,100,50,0,0,61506,46351,12100,39606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15125,15125,15125,2,18.49,388.12,4,20,198,4,1,61000,3,1,1,3,5,162,9,25.38,0,29,680,684,0,NA,NA,16,0,19934,47,18,2,0,0,8357.48,8357.48,2987.56,3680.39,0,1689.53,304.1154,21,388.12,1,8,549,545,0,NA,1,1,NA,NA,1,0,0,138317,1,1,1,1,12,31921,86,5,11,3527,47,42800,0,0,4,13,9221,3867,64,0,0,44,34,3,3,1,15,NA,7,NA,0,3,13,3,3,3,13,14,12,15,NA,0,0,6,100,33.3,0,0,168163,51855,11600,37070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
